id,study,effect_size_id,species,species_id,subphylum,phylum,assortment_trait,trait_dimensions,field_collection,publication_year,pooled_data,spatially_pooled,temporally_pooled,yi,ni,vi
Garcia-Navas et al. 2009 - Cyanistes caeruleus,Garcia-Navas et al. 2009,560,Cyanistes caeruleus,Cyanistes_caeruleus_caeruleus_ott744585,Aves,Chordata,weight,uni,yes,2009,yes,yes,yes,0.131,107,0.009345794
Garcia-Navas et al. 2009 - Sterna hirundo,Garcia-Navas et al. 2009,561,Sterna hirundo,Sterna_hirundo_hirundo_ott5560401,Aves,Chordata,tarsus length,uni,yes,2009,yes,yes,yes,-0.287,94,0.010638298
Garn et al. 1979 - Homo sapiens,Garn et al. 1979,562,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1979,yes,yes,yes,0.37,2276,0.000439367
Garn et al. 1979 - Homo sapiens,Garn et al. 1979,563,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1979,yes,yes,yes,0.2,1946,0.000513875
Gatz 1981 - Hyla versicolor,Gatz 1981,564,Hyla versicolor,Hyla_versicolor_ott386095,Amphibia,Chordata,snout-ischium length,uni,yes,1981,no,no,no,0.763,6,0.166666667
Gatz 1981 - Hyla versicolor,Gatz 1981,565,Hyla versicolor,Hyla_versicolor_ott386095,Amphibia,Chordata,snout-ischium length,uni,yes,1981,no,no,no,0.212,9,0.111111111
Gatz 1981 - Pseudacris crucifer,Gatz 1981,566,Pseudacris crucifer,Pseudacris_crucifer_crucifer_ott897528,Amphibia,Chordata,snout-ischium length,uni,yes,1981,no,no,no,0.136,8,0.125
Genna 1941 - Homo sapiens,Genna 1941,567,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1941,yes,yes,yes,0.14,270,0.003703704
Gerhardt 1982 - Hyla cinerea,Gerhardt 1982,568,Hyla cinerea,Hyla_cinerea_ott1062211,Amphibia,Chordata,snout-vent length,uni,yes,1982,no,no,no,0.18,66,0.015151515
Gerhardt et al. 1987 - Hyla cinerea,Gerhardt et al. 1987,569,Hyla cinerea,Hyla_cinerea_ott1062211,Amphibia,Chordata,weight,uni,yes,1987,no,no,no,0.07,70,0.014285714
Gerhardt et al. 1987 - Hyla cinerea,Gerhardt et al. 1987,570,Hyla cinerea,Hyla_cinerea_ott1062211,Amphibia,Chordata,snout-vent length,uni,yes,1987,no,no,no,0.15,66,0.015151515
Gerhardt et al. 1987 - Hyla cinerea,Gerhardt et al. 1987,571,Hyla cinerea,Hyla_cinerea_ott1062211,Amphibia,Chordata,snout-vent length,uni,yes,1987,no,no,no,0.02,52,0.019230769
Gerhardt et al. 1987 - Hyla cinerea,Gerhardt et al. 1987,572,Hyla cinerea,Hyla_cinerea_ott1062211,Amphibia,Chordata,snout-vent length,uni,yes,1987,no,no,no,0.28,25,0.04
Gerhardt et al. 1987 - Hyla cinerea,Gerhardt et al. 1987,573,Hyla cinerea,Hyla_cinerea_ott1062211,Amphibia,Chordata,snout-vent length,uni,yes,1987,no,no,no,0.17,70,0.014285714
Ginsburg et al. 1998 - Homo sapiens,Ginsburg et al. 1998,574,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1998,yes,yes,no,0.342,105,0.00952381
Ginsburg et al. 1998 - Homo sapiens,Ginsburg et al. 1998,575,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1998,yes,yes,no,0.285,272,0.003676471
Ginsburg et al. 1998 - Homo sapiens,Ginsburg et al. 1998,576,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,weight,uni,yes,1998,yes,yes,no,0.213,105,0.00952381
Ginsburg et al. 1998 - Homo sapiens,Ginsburg et al. 1998,577,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,weight,uni,yes,1998,yes,yes,no,0.199,272,0.003676471
Ginsburg et al. 1998 - Homo sapiens,Ginsburg et al. 1998,578,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1998,yes,yes,no,-0.038,79,0.012658228
Ginsburg et al. 1998 - Homo sapiens,Ginsburg et al. 1998,579,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,weight,uni,yes,1998,yes,yes,no,-0.13,79,0.012658228
Ginsburg et al. 1998 - Homo sapiens,Ginsburg et al. 1998,580,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1998,yes,yes,yes,0.246,97,0.010309278
Ginsburg et al. 1998 - Homo sapiens,Ginsburg et al. 1998,581,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1998,yes,yes,yes,0.132,259,0.003861004
Ginsburg et al. 1998 - Homo sapiens,Ginsburg et al. 1998,582,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,weight,uni,yes,1998,yes,yes,yes,0.106,97,0.010309278
Ginsburg et al. 1998 - Homo sapiens,Ginsburg et al. 1998,583,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,weight,uni,yes,1998,yes,yes,yes,0.091,259,0.003861004
Godoy et al. 2008 - Homo sapiens,Godoy et al. 2008,584,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,2008,yes,yes,no,0.16,240,0.004166667
Godwin and Roble 1983 - Hyla chrysoscelis,Godwin and Roble 1983,585,Hyla chrysoscelis,Hyla_chrysoscelis_ott1050749,Amphibia,Chordata,snout-vent length,uni,yes,1983,no,no,no,-0.131,50,0.02
Gould and Wilson 2015 - Trirhabda eriodictyonis,Gould and Wilson 2015,586,Trirhabda eriodictyonis,Trirhabda_eriodictyonis_ott276072,Insecta,Arthropoda,body length,uni,no,2015,no,no,no,-0.121,70,0.014285714
Graham et al. 2015 - Physa acuta,Graham et al. 2015,587,Physa acuta,Physella_acuta_ott55904,Gastropoda,Lophotrochozoa,shell length,uni,no,2015,no,no,no,-0.2,34,0.029411765
Graham et al. 2015 - Physa acuta,Graham et al. 2015,588,Physa acuta,Physella_acuta_ott55904,Gastropoda,Lophotrochozoa,shell length,uni,no,2015,no,no,no,0.24,27,0.037037037
Gramapurohit and Radder 2012 - Duttaphrynus melanostictus,Gramapurohit and Radder 2012,589,Duttaphrynus melanostictus,Duttaphrynus_melanostictus_ott962265,Amphibia,Chordata,snout-vent length,uni,yes,2012,yes,no,yes,0.39,148,0.006756757
Gramapurohit and Radder 2012 - Duttaphrynus melanostictus,Gramapurohit and Radder 2012,590,Duttaphrynus melanostictus,Duttaphrynus_melanostictus_ott962265,Amphibia,Chordata,weight,uni,yes,2012,yes,no,yes,0.39,148,0.006756757
Grant and Grant 2008 - Geospiza fortis,Grant and Grant 2008,591,Geospiza fortis,Geospiza_fortis_ott589951,Aves,Chordata,beak depth,uni,yes,2008,yes,no,yes,0.123,243,0.004115226
Green 2014 - Anaxyrus fowleri,Green 2014,592,Anaxyrus fowleri,Anaxyrus_fowleri_ott635213,Amphibia,Chordata,snout-vent length,uni,yes,2014,yes,no,yes,0.867,24,0.041666667
Green 2014 - Anaxyrus fowleri,Green 2014,593,Anaxyrus fowleri,Anaxyrus_fowleri_ott635213,Amphibia,Chordata,snout-vent length,uni,yes,2014,no,no,no,0.032,75,0.013333333
Greenspan 1980 - Uca rapax,Greenspan 1980,594,Uca rapax,Uca_rapax_ott197166,Crustacea,Arthropoda,carapace breadth,uni,yes,1980,no,no,no,0.65,11,0.090909091
Greenwood and Adams 1984 - Gammarus pulex,Greenwood and Adams 1984,595,Gammarus pulex,Gammarus_pulex_gallicus_ott1024016,Crustacea,Arthropoda,weight,uni,no,1984,no,no,no,0.36,39,0.025641026
Greenwood and Adams 1984 - Gammarus pulex,Greenwood and Adams 1984,596,Gammarus pulex,Gammarus_pulex_gallicus_ott1024016,Crustacea,Arthropoda,weight,uni,no,1984,no,no,no,0.33,8,0.125
Greenwood and Adams 1984 - Gammarus pulex,Greenwood and Adams 1984,597,Gammarus pulex,Gammarus_pulex_gallicus_ott1024016,Crustacea,Arthropoda,weight,uni,no,1984,no,no,no,0.02,23,0.043478261
Greenwood and Adams 1984 - Gammarus pulex,Greenwood and Adams 1984,598,Gammarus pulex,Gammarus_pulex_gallicus_ott1024016,Crustacea,Arthropoda,weight,uni,yes,1984,no,no,no,0.56,93,0.010752688
Groth 1993 - Loxia curvirostra,Groth 1993,599,Loxia curvirostra,Loxia_curvirostra_curvirostra_ott438240,Aves,Chordata,upper mandible depth,uni,yes,1993,no,no,no,0.78,24,0.041666667
Groth 1993 - Loxia curvirostra,Groth 1993,600,Loxia curvirostra,Loxia_curvirostra_curvirostra_ott438240,Aves,Chordata,upper mandible length,uni,yes,1993,no,no,no,0.78,24,0.041666667
Groth 1993 - Loxia curvirostra,Groth 1993,601,Loxia curvirostra,Loxia_curvirostra_curvirostra_ott438240,Aves,Chordata,upper mandible width,uni,yes,1993,no,no,no,0.74,24,0.041666667
Groth 1993 - Loxia curvirostra,Groth 1993,602,Loxia curvirostra,Loxia_curvirostra_curvirostra_ott438240,Aves,Chordata,lower mandible width,uni,yes,1993,no,no,no,0.73,24,0.041666667
Groth 1993 - Loxia curvirostra,Groth 1993,603,Loxia curvirostra,Loxia_curvirostra_curvirostra_ott438240,Aves,Chordata,lower mandible length,uni,yes,1993,no,no,no,0.72,24,0.041666667
Groth 1993 - Loxia curvirostra,Groth 1993,604,Loxia curvirostra,Loxia_curvirostra_curvirostra_ott438240,Aves,Chordata,bill depth,uni,yes,1993,no,no,no,0.64,24,0.041666667
Groth 1993 - Loxia curvirostra,Groth 1993,605,Loxia curvirostra,Loxia_curvirostra_curvirostra_ott438240,Aves,Chordata,wing length,uni,yes,1993,no,no,no,0.59,24,0.041666667
Groth 1993 - Loxia curvirostra,Groth 1993,606,Loxia curvirostra,Loxia_curvirostra_curvirostra_ott438240,Aves,Chordata,weight,uni,yes,1993,no,no,no,0.59,24,0.041666667
Groth 1993 - Loxia curvirostra,Groth 1993,607,Loxia curvirostra,Loxia_curvirostra_curvirostra_ott438240,Aves,Chordata,tarsus length,uni,yes,1993,no,no,no,0.43,24,0.041666667
Gunnarsson et al. 2012 - Limosa limosa islandica,Gunnarsson et al. 2012,608,Limosa limosa islandica,Limosa_limosa_islandica_ott279299,Aves,Chordata,bill length/wing length,uni,yes,2012,yes,yes,no,-0.45,27,0.037037037
Gunzburger 2006 - Hyla cinerea,Gunzburger 2006,609,Hyla cinerea,Hyla_cinerea_ott1062211,Amphibia,Chordata,tibiofibula length,uni,yes,2006,yes,yes,yes,0.36,43,0.023255814
Haggerty 2006 - Thryothorus ludovicianus,Haggerty 2006,610,Thryothorus ludovicianus,Thryothorus_ludovicianus_ott1036137,Aves,Chordata,wing length,uni,yes,2006,yes,no,yes,0.29,44,0.022727273
Hammouda et al. 2016 - Larus michahellis,Hammouda et al. 2016,611,Larus michahellis,Larus_michahellis_michahellis_ott425206,Aves,Chordata,foot length,uni,yes,2016,yes,yes,no,0.297,16,0.0625
Hammouda et al. 2016 - Larus michahellis,Hammouda et al. 2016,612,Larus michahellis,Larus_michahellis_michahellis_ott425206,Aves,Chordata,wing length,uni,yes,2016,yes,yes,no,0.25,16,0.0625
Hammouda et al. 2016 - Larus michahellis,Hammouda et al. 2016,613,Larus michahellis,Larus_michahellis_michahellis_ott425206,Aves,Chordata,bill length,uni,yes,2016,yes,yes,no,0.241,16,0.0625
Hammouda et al. 2016 - Larus michahellis,Hammouda et al. 2016,614,Larus michahellis,Larus_michahellis_michahellis_ott425206,Aves,Chordata,bill depth,uni,yes,2016,yes,yes,no,0.212,16,0.0625
Hammouda et al. 2016 - Larus michahellis,Hammouda et al. 2016,615,Larus michahellis,Larus_michahellis_michahellis_ott425206,Aves,Chordata,weight,uni,yes,2016,yes,yes,no,0.198,16,0.0625
Hammouda et al. 2016 - Larus michahellis,Hammouda et al. 2016,616,Larus michahellis,Larus_michahellis_michahellis_ott425206,Aves,Chordata,head length,uni,yes,2016,yes,yes,no,0.092,16,0.0625
Hammouda et al. 2016 - Larus michahellis,Hammouda et al. 2016,617,Larus michahellis,Larus_michahellis_michahellis_ott425206,Aves,Chordata,scaled mass index,dimensionless,yes,2016,yes,yes,no,0.049,16,0.0625
Hammouda et al. 2016 - Larus michahellis,Hammouda et al. 2016,618,Larus michahellis,Larus_michahellis_michahellis_ott425206,Aves,Chordata,tarsus length,uni,yes,2016,yes,yes,no,-0.03,16,0.0625
Han et al. 2010 - Gerris gracilicornis,Han et al. 2010,619,Gerris gracilicornis,Gerris_gracilicornis_ott890302,Insecta,Arthropoda,body length,uni,yes,2010,no,no,no,0.43,55,0.018181818
Han et al. 2010 - Gerris gracilicornis,Han et al. 2010,620,Gerris gracilicornis,Gerris_gracilicornis_ott890302,Insecta,Arthropoda,male forelegs length and female miscoxa length,uni,yes,2010,no,no,no,0.4,55,0.018181818
Hanks et al. 1996 - Phoracantha semipunctata,Hanks et al. 1996,621,Phoracantha semipunctata,Phoracantha_semipunctata_ott87035,Insecta,Arthropoda,body length,uni,yes,1996,no,no,no,0.195,80,0.0125
Harari et al. 1999 - Diaprepes abbreviatus,Harari et al. 1999,622,Diaprepes abbreviatus,Diaprepes_abbreviatus_ott713695,Insecta,Arthropoda,elytron length,uni,no,1999,no,no,no,0.739,10,0.1
Harari et al. 1999 - Diaprepes abbreviatus,Harari et al. 1999,623,Diaprepes abbreviatus,Diaprepes_abbreviatus_ott713695,Insecta,Arthropoda,elytron length,uni,no,1999,no,no,no,0.822,10,0.1
Harari et al. 1999 - Diaprepes abbreviatus,Harari et al. 1999,624,Diaprepes abbreviatus,Diaprepes_abbreviatus_ott713695,Insecta,Arthropoda,elytron length,uni,no,1999,no,no,no,0.643,10,0.1
Harari et al. 1999 - Diaprepes abbreviatus,Harari et al. 1999,625,Diaprepes abbreviatus,Diaprepes_abbreviatus_ott713695,Insecta,Arthropoda,elytron length,uni,no,1999,no,no,no,0.649,10,0.1
Harari et al. 1999 - Diaprepes abbreviatus,Harari et al. 1999,626,Diaprepes abbreviatus,Diaprepes_abbreviatus_ott713695,Insecta,Arthropoda,elytron length,uni,no,1999,no,no,no,0.696,8,0.125
Harari et al. 1999 - Diaprepes abbreviatus,Harari et al. 1999,627,Diaprepes abbreviatus,Diaprepes_abbreviatus_ott713695,Insecta,Arthropoda,elytron length,uni,no,1999,no,no,no,0.778,10,0.1
Harari et al. 1999 - Diaprepes abbreviatus,Harari et al. 1999,628,Diaprepes abbreviatus,Diaprepes_abbreviatus_ott713695,Insecta,Arthropoda,elytron length,uni,yes,1999,no,no,no,0.666,201,0.004975124
Harari et al. 1999 - Diaprepes abbreviatus,Harari et al. 1999,629,Diaprepes abbreviatus,Diaprepes_abbreviatus_ott713695,Insecta,Arthropoda,elytron length,uni,yes,1999,no,no,no,0.49,201,0.004975124
Harari et al. 1999 - Diaprepes abbreviatus,Harari et al. 1999,630,Diaprepes abbreviatus,Diaprepes_abbreviatus_ott713695,Insecta,Arthropoda,elytron length,uni,yes,1999,no,no,no,0.6,201,0.004975124
Hargeby and Erlandsson 2006 - Asellus aquaticus,Hargeby and Erlandsson 2006,631,Asellus aquaticus,Asellus_aquaticus_ott335971,Crustacea,Arthropoda,body length,uni,no,2006,yes,yes,no,0.59,160,0.00625
Hargeby and Erlandsson 2006 - Asellus aquaticus,Hargeby and Erlandsson 2006,632,Asellus aquaticus,Asellus_aquaticus_ott335971,Crustacea,Arthropoda,body length,uni,no,2006,no,no,no,-0.374,32,0.03125
Hargeby and Erlandsson 2006 - Asellus aquaticus,Hargeby and Erlandsson 2006,633,Asellus aquaticus,Asellus_aquaticus_ott335971,Crustacea,Arthropoda,body length,uni,no,2006,no,no,no,0.321,46,0.02173913
Harris and Govaerts 1922 - Homo sapiens,Harris and Govaerts 1922,634,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head length,uni,yes,1922,yes,yes,yes,0.05,319,0.003134796
Harrison 2013 - Anolis limifrons,Harrison 2013,635,Anolis limifrons,Anolis_limifrons_ott245842,Squamata,Chordata,snout-vent length,uni,no,2013,no,no,no,0.5,20,0.05
Harrison et al. 1976 - Homo sapiens,Harrison et al. 1976,636,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,biacromial breadth,uni,yes,1976,yes,yes,yes,0.364,94,0.010638298
Harrison et al. 1976 - Homo sapiens,Harrison et al. 1976,637,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,foot length,uni,yes,1976,yes,yes,yes,0.341,31,0.032258065
Harrison et al. 1976 - Homo sapiens,Harrison et al. 1976,638,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,bricristal breadth,uni,yes,1976,yes,yes,yes,0.327,31,0.032258065
Harrison et al. 1976 - Homo sapiens,Harrison et al. 1976,639,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,upper arm length,uni,yes,1976,yes,yes,yes,0.274,166,0.006024096
Harrison et al. 1976 - Homo sapiens,Harrison et al. 1976,640,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,1976,yes,yes,yes,0.232,332,0.003012048
Harrison et al. 1976 - Homo sapiens,Harrison et al. 1976,641,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,hand length,uni,yes,1976,yes,yes,yes,0.223,168,0.005952381
Harrison et al. 1976 - Homo sapiens,Harrison et al. 1976,642,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,upper arm circumferencee,uni,yes,1976,yes,yes,yes,0.162,163,0.006134969
Harrison et al. 1976 - Homo sapiens,Harrison et al. 1976,643,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,weight,uni,yes,1976,yes,yes,yes,0.153,178,0.005617978
Harrison et al. 1976 - Homo sapiens,Harrison et al. 1976,644,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,forearm length,uni,yes,1976,yes,yes,yes,0.118,166,0.006024096
Harrison et al. 1976 - Homo sapiens,Harrison et al. 1976,645,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,hand breadth,uni,yes,1976,yes,yes,yes,0.084,168,0.005952381
Harrison et al. 1976 - Homo sapiens,Harrison et al. 1976,646,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head length,uni,yes,1976,yes,yes,yes,0.075,161,0.00621118
Harrison et al. 1976 - Homo sapiens,Harrison et al. 1976,647,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,head breadth,uni,yes,1976,yes,yes,yes,0.022,179,0.005586592
Hase and Shimada 2014 - Bufo japonicus,Hase and Shimada 2014,648,Bufo japonicus,Bufo_japonicus_japonicus_ott4133422,Amphibia,Chordata,snout-vent length,uni,yes,2014,no,no,no,0.257,12,0.083333333
Hase and Shimada 2014 - Bufo japonicus,Hase and Shimada 2014,649,Bufo japonicus,Bufo_japonicus_japonicus_ott4133422,Amphibia,Chordata,snout-vent length,uni,yes,2014,no,no,no,0.694,16,0.0625
Hase and Shimada 2014 - Bufo japonicus,Hase and Shimada 2014,650,Bufo japonicus,Bufo_japonicus_japonicus_ott4133422,Amphibia,Chordata,snout-vent length,uni,yes,2014,no,no,no,0.542,17,0.058823529
Hase and Shimada 2014 - Bufo japonicus,Hase and Shimada 2014,651,Bufo japonicus,Bufo_japonicus_japonicus_ott4133422,Amphibia,Chordata,snout-vent length,uni,yes,2014,no,no,no,0.304,120,0.008333333
Hase and Shimada 2014 - Bufo japonicus,Hase and Shimada 2014,652,Bufo japonicus,Bufo_japonicus_japonicus_ott4133422,Amphibia,Chordata,snout-vent length,uni,yes,2014,no,no,no,0.429,16,0.0625
Hase and Shimada 2014 - Bufo japonicus,Hase and Shimada 2014,653,Bufo japonicus,Bufo_japonicus_japonicus_ott4133422,Amphibia,Chordata,snout-vent length,uni,yes,2014,no,no,no,0.654,12,0.083333333
Hasegawa and Arai 2013 - Hirundo rustica gutturalis,Hasegawa and Arai 2013,654,Hirundo rustica gutturalis,Hirundo_rustica_rustica_ott628817,Aves,Chordata,throat patch height,uni,yes,2013,no,no,no,0.01,60,0.016666667
Hattori and Yanagisawa 1991 - Amphiprion clarkii,Hattori and Yanagisawa 1991,655,Amphiprion clarkii,Amphiprion_clarkii_ott674637,Teleostei,Chordata,standard length,uni,yes,1991,yes,yes,no,0.62,52,0.019230769
Hedenstrom 1987 - Charadrius dubius,Hedenstrom 1987,656,Charadrius dubius,Charadrius_dubius_ott274628,Aves,Chordata,wing length,uni,yes,1987,yes,no,yes,0.59,18,0.055555556
Hedenstrom 1987 - Charadrius dubius,Hedenstrom 1987,657,Charadrius dubius,Charadrius_dubius_ott274628,Aves,Chordata,tarsus length,uni,yes,1987,yes,no,yes,0.49,12,0.083333333
Hedenstrom 1987 - Charadrius dubius,Hedenstrom 1987,658,Charadrius dubius,Charadrius_dubius_ott274628,Aves,Chordata,bill length,uni,yes,1987,yes,no,yes,0.43,18,0.055555556
Hedenstrom 1987 - Charadrius dubius,Hedenstrom 1987,659,Charadrius dubius,Charadrius_dubius_ott274628,Aves,Chordata,weight,uni,yes,1987,yes,no,yes,0.39,18,0.055555556
Hedge and Krishna 1997 - Drosophila malerkotliana,Hedge and Krishna 1997,660,Drosophila malerkotliana,Drosophila_malerkotliana_malerkotliana_ott848708,Insecta,Arthropoda,wing length,uni,no,1997,no,no,no,0.8,50,0.02
Hedge and Krishna 1997 - Drosophila malerkotliana,Hedge and Krishna 1997,661,Drosophila malerkotliana,Drosophila_malerkotliana_malerkotliana_ott848708,Insecta,Arthropoda,wing length,uni,no,1997,no,no,no,0.68,50,0.02
Hedge and Krishna 1997 - Drosophila malerkotliana,Hedge and Krishna 1997,662,Drosophila malerkotliana,Drosophila_malerkotliana_malerkotliana_ott848708,Insecta,Arthropoda,wing length,uni,no,1997,no,no,no,0.56,50,0.02
Hedge and Krishna 1997 - Drosophila malerkotliana,Hedge and Krishna 1997,663,Drosophila malerkotliana,Drosophila_malerkotliana_malerkotliana_ott848708,Insecta,Arthropoda,wing length,uni,no,1997,no,no,no,-0.4,50,0.02
Helfenstein et al. 2004 - Rissa tridactyla,Helfenstein et al. 2004,664,Rissa tridactyla,Rissa_tridactyla_ott585161,Aves,Chordata,tarsus length,uni,yes,2004,yes,no,yes,0.87,18,0.055555556
Hernandez et al. 2012 - Tunicotheres moseri,Hernandez et al. 2012,665,Tunicotheres moseri,Tunicotheres_moseri_ott11840,Crustacea,Arthropoda,carapace width,uni,yes,2012,no,no,no,0.003,364,0.002747253
Hettyey et al. 2005 - Rana dalmatina,Hettyey et al. 2005,666,Rana dalmatina,Rana_dalmatina_ott886093,Amphibia,Chordata,snout-vent length,uni,no,2005,no,no,no,-0.04,33,0.03030303
Hettyey et al. 2005 - Rana dalmatina,Hettyey et al. 2005,667,Rana dalmatina,Rana_dalmatina_ott886093,Amphibia,Chordata,snout-vent length,uni,yes,2005,no,no,no,-0.218,32,0.03125
Heude et al. 2005 - Homo sapiens,Heude et al. 2005,668,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,body height,uni,yes,2005,yes,yes,yes,0.4,124,0.008064516
Heude et al. 2005 - Homo sapiens,Heude et al. 2005,669,Homo sapiens,Homo_sapiens_ott770315,Mammalia,Chordata,waist-to-hip ratio,dimensionless,yes,2005,yes,yes,yes,0.24,124,0.008064516
